"warehouse_id","store_id_id"
"9999945f-7060-4f67-9f85-7ea19e9f782c","b313c9e9-a00c-4134-8e9c-4a5b6b7a3245"
"3b35a20a-5d0e-4846-9adb-55b56ab5f17f","b313c9e9-a00c-4134-8e9c-4a5b6b7a3245"
"9e96dff0-9c73-48aa-a6bd-b59303023a34","b313c9e9-a00c-4134-8e9c-4a5b6b7a3245"
"4d615de0-6924-46eb-a2e9-57c20256ad38","b313c9e9-a00c-4134-8e9c-4a5b6b7a3245"
"5023f66f-8231-4800-ade2-02a7a0bee9a4","b313c9e9-a00c-4134-8e9c-4a5b6b7a3245"
